"Broad7_geneID"	"MIPS description"	"FunCat"	"Pfam"	"SignalP"	"ID25"	"ID30"	"ID35"
"NCU08136"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU08144"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";MFS_1;Alg6_Alg8;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU08148"	"probable H+/nucleoside cotransporter"	"20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.01 transported compounds (substrates)_20.01.17 nucleotide/nucleoside/nucleobase transport_20.03 transport facilities_20.03.02 carrier (electrochemical potential-driven transport)_20.03.02.02 symporter_20.03.02.02.01 proton driven symporter_70 SUBCELLULAR LOCALIZATION_70.02 eukaryotic plasma membrane / membrane attached"	";DUF606;Nucleos_tra2_N;Vps55;MFS_1;Gate;Na_citrate;Nucleos_tra2_C;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"B_Evol"
"NCU08155"	"putative protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"N_Evol"
"NCU08158"	"related to protein-tyrosine-phosphatase YVH1"	"14 PROTEIN FATE (folding, modification, destination)_14.07 protein modification_14.07.03 modification by phosphorylation, dephosphorylation, autophosphorylation_32 CELL RESCUE, DEFENSE AND VIRULENCE_32.01 stress response_32.01.11 nutrient starvation response"	";DSPc;"	"Non-secretory protein"	"E_Evol"	"F_Evol"	"F_Evol"
"NCU08163"	"putative protein"	"99 UNCLASSIFIED PROTEINS"	";DUF1742;"	"Non-secretory protein"	"B_Evol"	"B_Evol"	"B_Evol"
"NCU08168"	"putative protein"	"99 UNCLASSIFIED PROTEINS"	";CNVH;"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU08172"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"N_Evol"	"N_Evol"
"NCU10080"	"hypothetical protein (fragment)"	"99 UNCLASSIFIED PROTEINS"	";Extensin_2;Zn_clus;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"N_Evol"
"NCU08175"	"related to protein kinase"	"14 PROTEIN FATE (folding, modification, destination)_14.07 protein modification_14.07.03 modification by phosphorylation, dephosphorylation, autophosphorylation_30 CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION MECHANISM_30.01 cellular signalling"	";Pkinase;Pkinase_Tyr;"	"Non-secretory protein"	"B_Evol"	"N_Evol"	"N_Evol"
"NCU08178"	"probable purine nucleoside permease"	"20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.01 transported compounds (substrates)_20.01.17 nucleotide/nucleoside/nucleobase transport"	";NUP;"	"Signal peptide"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU08182"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Signal peptide"	"F_Evol"	"N_Evol"	"N_Evol"
"NCU08276"	"related to neuropathy target esterase"	"98 CLASSIFICATION NOT YET CLEAR-CUT"	";cNMP_binding;cNMP_binding;Patatin;"	"Non-secretory protein"	"E_Evol"	"B_Evol"	"B_Evol"
"NCU08281"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU08294"	"pathway-specific regulatory protein nit-4 NIT-4"	"11 TRANSCRIPTION_11.02 RNA synthesis_11.02.03 mRNA synthesis_11.02.03.04 transcriptional control_16 PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic)_16.03 nucleic acid binding_16.03.01 DNA binding_70 SUBCELLULAR LOCALIZATION_70.10 nucleus"	";Zn_clus;Fungal_trans;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU08311"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU08314"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU08317"	"related to origin recognition complex subunit 4"	"10 CELL CYCLE AND DNA PROCESSING_10.01 DNA processing_10.01.03 DNA synthesis and replication_10.01.03.03 ori recognition and priming complex formation_70 SUBCELLULAR LOCALIZATION_70.10 nucleus"	";AT_hook;C1_1;C1_3;PHD;FtsK_SpoIIIE;NB-ARC;DEAD;KAP_NTPase;cobW;NACHT;AAA;AAA_5;"	"Non-secretory protein"	"A_Evol"	"F_Evol"	"F_Evol"
"NCU08319"	"probable developmental regulator flbA"	"34 INTERACTION WITH THE ENVIRONMENT_34.11 cellular sensing and response to external stimulus_34.11.03 chemoperception and response_34.11.03.07 pheromone response, mating-type determination, sex-specific proteins_41 DEVELOPMENT (Systemic)_41.01 fungal/microorganismic development"	";DEP;RGS;"	"Non-secretory protein"	"B_Evol"	"F_Evol"	"F_Evol"
"NCU08322"	"related to DNA-directed RNA polymerase II accessory protein"	"11 TRANSCRIPTION_11.02 RNA synthesis_11.02.03 mRNA synthesis_11.02.03.04 transcriptional control_70 SUBCELLULAR LOCALIZATION_70.10 nucleus"	";CDC73;DUF822;"	"Non-secretory protein"	"B_Evol"	"B_Evol"	"A_Evol"
"NCU08326"	"probable coenzyme A transporter"	"20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.01 transported compounds (substrates)_20.01.25 vitamine/cofactor transport_20.09 transport routes_20.09.04 mitochondrial transport_70 SUBCELLULAR LOCALIZATION_70.16 mitochondrion"	";Mito_carr;Mito_carr;Mito_carr;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU08495"	"putative protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"N_Evol"	"N_Evol"
"NCU08508"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU08509"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU08459"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU08470"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU08473"	"related to mutanase (mutA)"	"01 METABOLISM_01.05 C-compound and carbohydrate metabolism_01.05.03 polysaccharide metabolism_01.25 extracellular metabolism_01.25.01 extracellular polysaccharide degradation_16 PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic)_16.05 polysaccharide binding"	";Glyco_hydro_71;"	"Signal peptide"	"F_Evol"	"F_Evol"	"F_Evol"
"NULL"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU02451"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";HIG_1_N;"	"Non-secretory protein"	"B_Evol"	"F_Evol"	"F_Evol"
"NCU02457"	"related to DNA polymerase IV, DNA-damage-inducibile protein dinP"	"10 CELL CYCLE AND DNA PROCESSING_10.01 DNA processing_10.01.03 DNA synthesis and replication_32 CELL RESCUE, DEFENSE AND VIRULENCE_32.01 stress response"	";IMS;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"B_Evol"
"NCU02458"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"N_Evol"
"NCU08051"	"related to anthranilate N-benzoyltransferase"	"01 METABOLISM_01.20 secondary metabolism_01.20.15 metabolism of derivatives of dehydroquinic acid, shikimic acid and chorismic acid"	";Transferase;"	"Non-secretory protein"	"O_Evol"	"O_Evol"	"N_Evol"
"NCU08055"	"related to B-ZIP transcription factor IDI-4"	"11 TRANSCRIPTION_11.02 RNA synthesis_11.02.03 mRNA synthesis_11.02.03.04 transcriptional control_16 PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic)_16.03 nucleic acid binding_16.03.01 DNA binding"	";DUF1777;bZIP_1;bZIP_2;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"N_Evol"
"NCU08070"	"related to Apolipoprotein A-I binding protein"	"16 PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic)_16.01 protein binding"	";YjeF_N;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU08084"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Signal peptide"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU08087"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Glyco_hydro_26;"	"Signal peptide"	"B_Evol"	"F_Evol"	"N_Evol"
"NCU08098"	"putative protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Signal peptide"	"N_Evol"	"N_Evol"	"N_Evol"
"NULL"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU08736"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"B_Evol"	"F_Evol"	"F_Evol"
"NCU08744"	"related to regulatory protein cys-3"	"11 TRANSCRIPTION_11.02 RNA synthesis_11.02.03 mRNA synthesis_11.02.03.04 transcriptional control"	";bZIP_1;bZIP_2;"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU08750"	"related to isoamyl alcohol oxidase"	"01 METABOLISM_01.05 C-compound and carbohydrate metabolism"	";FAD_binding_4;BBE;"	"Signal peptide"	"B_Evol"	"B_Evol"	"B_Evol"
"NCU08598"	"QDE3 protein (involved in gene silencing) QDE-3"	"10 CELL CYCLE AND DNA PROCESSING_10.01 DNA processing_10.01.02 DNA topology_10.01.09 DNA restriction or modification_10.01.09.05 DNA conformation modification (e.g. chromatin)"	";DUF1421;ResIII;DEAD;DUF1836;Helicase_C;HRDC;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"N_Evol"
"NCU08600"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";KAR9;NUDE_C;Extensin_2;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU08601"	"related to tol protein"	"34 INTERACTION WITH THE ENVIRONMENT_34.11 cellular sensing and response to external stimulus_34.11.03 chemoperception and response_34.11.03.07 pheromone response, mating-type determination, sex-specific proteins"	"NULL"	"Non-secretory protein"	"F_Evol"	"N_Evol"	"N_Evol"
"NCU08608"	"putative protein"	"99 UNCLASSIFIED PROTEINS"	";Extensin_2;"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU08611"	"related to retrograde regulation protein RTG2"	"01 METABOLISM_01.05 C-compound and carbohydrate metabolism_01.05.25 regulation of C-compound and carbohydrate metabolism"	";Ppx-GppA;Adeno_PX;"	"Non-secretory protein"	"A_Evol"	"F_Evol"	"F_Evol"
"NCU08631"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU08636"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU09068"	"nitrogen catabolic enzyme regulatory protein NIT-2 NIT-2"	"01 METABOLISM_01.02 nitrogen, sulfur and selenium metabolism_01.02.07 regulation of nitrogen, sulfur and selenium metabolism_11 TRANSCRIPTION_11.02 RNA synthesis_11.02.03 mRNA synthesis_11.02.03.04 transcriptional control_11.02.03.04.01 transcription activation_16 PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic)_16.03 nucleic acid binding_16.03.01 DNA binding_70 SUBCELLULAR LOCALIZATION_70.10 nucleus"	";GATA;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU09082"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU09097"	"putative protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU09101"	"related to acetyl-CoA transporter"	"20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.01 transported compounds (substrates)_20.01.25 vitamine/cofactor transport_20.09 transport routes_20.09.07 vesicular transport (Golgi network, etc.)"	";MFS_1;C4dic_mal_tran;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU09103"	"related to trichodiene oxygenase cytochrome P450"	"01 METABOLISM_01.20 secondary metabolism"	";p450;"	"Non-secretory protein"	"B_Evol"	"F_Evol"	"F_Evol"
"NCU02466"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";WD40;WD40;"	"Non-secretory protein"	"O_Evol"	"F_Evol"	"F_Evol"
"NCU02503"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU02512"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU02516"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Signal peptide"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU02520"	"related to thioredoxin-like protein"	"14 PROTEIN FATE (folding, modification, destination)_14.07 protein modification"	";Thioredoxin;DUF1000;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU02540"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"A_Evol"	"A_Evol"	"A_Evol"
"NCU02542"	"probable hexokinase"	"01 METABOLISM_01.05 C-compound and carbohydrate metabolism"	";Hexokinase_1;Hexokinase_2;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU02556"	"related to transcription initiation factor IID 250K chain splice form 2"	"11 TRANSCRIPTION_11.02 RNA synthesis_11.02.03 mRNA synthesis_11.02.03.01 general transcription activities"	";GoLoco;zf-CCHC;"	"Non-secretory protein"	"B_Evol"	"B_Evol"	"F_Evol"
"NCU02590"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Extensin_2;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU02643"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU02644"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Extensin_2;DUF1897;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU02718"	"putative protein"	"99 UNCLASSIFIED PROTEINS"	";DUF1777;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU02723"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";SFT2;Papilloma_E5;"	"Signal anchor"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU02724"	"related to GATA transcription factor"	"11 TRANSCRIPTION_11.02 RNA synthesis_11.02.03 mRNA synthesis_11.02.03.04 transcriptional control_16 PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic)_16.03 nucleic acid binding_16.03.01 DNA binding"	";HLH;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU02733"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";DUF846;"	"Signal anchor"	"E_Evol"	"E_Evol"	"F_Evol"
"NCU02735"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU02743"	"probable embryogenesis protein H beta 58 (vacuolar protein sorting)"	"14 PROTEIN FATE (folding, modification, destination)_14.04 protein targeting, sorting and translocation_70 SUBCELLULAR LOCALIZATION_70.25 vacuole or lysosome"	";Vps26;Arrestin_N;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU02747"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";DUF140;Form_Nir_trans;DUF726;DUF900;SNARE_assoc;"	"Non-secretory protein"	"B_Evol"	"B_Evol"	"F_Evol"
"NCU02749"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"B_Evol"	"F_Evol"	"F_Evol"
"NCU02752"	"related to Zn(II)2Cys6 transcriptional activator"	"11 TRANSCRIPTION_11.02 RNA synthesis_11.02.03 mRNA synthesis_11.02.03.04 transcriptional control_11.02.03.04.01 transcription activation"	";Zn_clus;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU02755"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";PAP2;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU02608"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"A_Evol"	"F_Evol"	"F_Evol"
"NCU02712"	"related to acetate kinase"	"01 METABOLISM_01.05 C-compound and carbohydrate metabolism_14 PROTEIN FATE (folding, modification, destination)_14.07 protein modification_14.07.03 modification by phosphorylation, dephosphorylation, autophosphorylation"	";Acetate_kinase;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"B_Evol"
"NCU02697"	"putative protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU02651"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU02659"	"putative protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Signal anchor"	"F_Evol"	"F_Evol"	"N_Evol"
"NCU02660"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";DUF962;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU02662"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU02670"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";ATP_bind_4;Ribonuc_L-PSP;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU02491"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";DnaJ;"	"Non-secretory protein"	"B_Evol"	"B_Evol"	"B_Evol"
"NCU02487"	"putative protein"	"99 UNCLASSIFIED PROTEINS"	";zf-C2H2;zf-C2H2;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"N_Evol"
"NCU02485"	"related to 4-coumarate--CoA ligase"	"01 METABOLISM_01.01 amino acid metabolism_01.01.09 metabolism of the cysteine - aromatic group_01.01.09.04 metabolism of phenylalanine_01.01.09.04.01 biosynthesis of phenylalanine_01.01.09.04.02 degradation of phenylalanine"	";AMP-binding;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"B_Evol"
"NCU02475"	"probable glycine decarboxylase P subunit"	"01 METABOLISM_01.01 amino acid metabolism_01.01.09 metabolism of the cysteine - aromatic group_01.01.09.01 metabolism of glycine_01.01.09.01.01 biosynthesis of glycine_01.01.09.01.02 degradation of glycine_01.01.09.02 metabolism of serine_01.01.09.02.01 biosynthesis of serine_01.01.09.02.02 degradation of serine_01.02 nitrogen, sulfur and selenium metabolism_01.07 metabolism of vitamins, cofactors, and prosthetic groups"	";GDC-P;Beta_elim_lyase;SLA_LP_auto_ag;Aminotran_5;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU02473"	"related to nuclear pore protein NUP57"	"20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.09 transport routes_20.09.01 nuclear transport_70 SUBCELLULAR LOCALIZATION_70.10 nucleus"	";CHASE3;"	"Non-secretory protein"	"E_Evol"	"F_Evol"	"F_Evol"
"NCU02585"	"related to aspartate--tRNA ligase, mitochondrial (fragment)"	"12 PROTEIN SYNTHESIS_12.10 aminoacyl-tRNA-synthetases_70 SUBCELLULAR LOCALIZATION_70.16 mitochondrion"	";tRNA_anti;tRNA-synt_2;tRNA-synt_2b;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU02579"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Signal peptide"	"O_Evol"	"F_Evol"	"F_Evol"
"NCU02577"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU02570"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";WD40;WD40;WD40;"	"Non-secretory protein"	"A_Evol"	"F_Evol"	"F_Evol"
"NCU08873"	"putative protein"	"99 UNCLASSIFIED PROTEINS"	";Apc13p;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU08869"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Gag_MA;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU08863"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU08879"	"related to DNA damage checkpoint protein rhp9"	"10 CELL CYCLE AND DNA PROCESSING_10.03 cell cycle_10.03.01 mitotic cell cycle and cell cycle control_10.03.01.03 cell cycle checkpoints (checkpoints of morphogenesis, DNA-damage,-replication, mitotic phase and spindle)"	";TolA;MAP7;Extensin_2;BRCT;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU08878"	"related to septum initiation protein sid3"	"10 CELL CYCLE AND DNA PROCESSING_10.03 cell cycle_10.03.03 cytokinesis (cell division) /septum formation and hydrolysis_16 PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic)_16.19 nucleotide/nucleoside/nucleobase binding_16.19.05 GTP binding"	";Arf;Miro;Ras;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"B_Evol"
"NCU08906"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU08904"	"related to art-4 protein"	"99 UNCLASSIFIED PROTEINS"	";NOB1_Zn_bind;zf-NADH-PPase;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"A_Evol"
"NCU08903"	"putative protein"	"99 UNCLASSIFIED PROTEINS"	";Nop10p;"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU08891"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Vicilin_N;bZIP_1;bZIP_2;COX6A;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU08888"	"probable phenylalanine--tRNA ligase (EC 6.1.1.20) alpha chain"	"12 PROTEIN SYNTHESIS_12.10 aminoacyl-tRNA-synthetases"	";B3_4;B5;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU08916"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Signal anchor"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU08908"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU09194"	"probable nuclease S1 precursor"	"01 METABOLISM_01.03 nucleotide/nucleoside/nucleobase metabolism_01.03.16 polynucleotide degradation"	";S1-P1_nuclease;"	"Signal peptide"	"E_Evol"	"E_Evol"	"B_Evol"
"NCU09196"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"N_Evol"	"N_Evol"
"NCU09209"	"probable galactose oxidase precursor"	"01 METABOLISM_01.05 C-compound and carbohydrate metabolism_70 SUBCELLULAR LOCALIZATION_70.27 extracellular / secretion proteins"	";F5_F8_type_C;Kelch_1;Kelch_2;Kelch_1;Glyoxal_oxid_N;Kelch_1;Kelch_2;DUF1929;"	"Signal peptide"	"E_Evol"	"B_Evol"	"F_Evol"
"NCU09210"	"related to peroxidase DyP"	"32 CELL RESCUE, DEFENSE AND VIRULENCE_32.07 detoxification_32.07.07 oxygen and radical detoxification_32.07.07.05 peroxidase reaction"	"NULL"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"B_Evol"
"NCU09211"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";TrmB;ResIII;zf-NF-X1;"	"Non-secretory protein"	"A_Evol"	"F_Evol"	"F_Evol"
"NCU09214"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU09035"	"related to alcohol dehydrogenase Ke6"	"01 METABOLISM_01.05 C-compound and carbohydrate metabolism"	";adh_short;KR;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU09052"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU09061"	"related to tol protein"	"34 INTERACTION WITH THE ENVIRONMENT_34.11 cellular sensing and response to external stimulus_34.11.03 chemoperception and response_34.11.03.07 pheromone response, mating-type determination, sex-specific proteins"	";HET;"	"Non-secretory protein"	"F_Evol"	"N_Evol"	"N_Evol"
